fca_sym,FBgn,fa_sym
lncRNA:CR45981,FBgn0267643,lncRNA:CR45981
lncRNA:CR45982,FBgn0267644,lncRNA:CR45982
lncRNA:CR46007,FBgn0267671,lncRNA:CR46007
lncRNA:CR46010,FBgn0267674,lncRNA:CR46010
lncRNA:CR46011,FBgn0267675,lncRNA:CR46011
lncRNA:CR46016,FBgn0267680,lncRNA:CR46016
lncRNA:CR46022,FBgn0267686,lncRNA:CR46022
lncRNA:CR46023,FBgn0267687,lncRNA:CR46023
lncRNA:CR46030,FBgn0267694,lncRNA:CR46030
lncRNA:CR46039,FBgn0267706,lncRNA:CR46039
lncRNA:CR46043,FBgn0267710,lncRNA:CR46043
lncRNA:CR46046,FBgn0267713,lncRNA:CR46046
lncRNA:CR46053,FBgn0267720,lncRNA:CR46053
lncRNA:CR46063,FBgn0267732,lncRNA:CR46063
lncRNA:CR46079,FBgn0267748,lncRNA:CR46079
lncRNA:CR46080,FBgn0267749,lncRNA:CR46080
lncRNA:CR46087,FBgn0267756,lncRNA:CR46087
lncRNA:CR46111,FBgn0267780,lncRNA:CR46111
lncRNA:CR46113,FBgn0267782,lncRNA:CR46113
lncRNA:CR46116,FBgn0267785,lncRNA:CR46116
lncRNA:CR9284,FBgn0046297,lncRNA:CR9284
lncRNA:TS11,FBgn0267269,lncRNA:TS11
lncRNA:TS16,FBgn0267315,lncRNA:TS16
lncRNA:Yu,FBgn0061188,lncRNA:Yu
lobo,FBgn0083946,lobo
loopin-1,FBgn0259795,loopin-1
loqs,FBgn0032515,loqs
m-cup,FBgn0038488,m-cup
mAcon2,FBgn0037862,mAcon2
mEFTs,FBgn0032646,mEFTs
mEFTu2,FBgn0033184,mEFTu2
mRRF2,FBgn0051159,mRRF2
mRpS17,FBgn0034986,mRpS17
mad2,FBgn0035640,mad2
mbo,FBgn0026207,mbo
mei-218,FBgn0002709,mei-218
mei-S332,FBgn0002715,mei-S332
mfr,FBgn0266757,mfr
mge,FBgn0035473,mge
mia,FBgn0014342,mia
mib2,FBgn0086442,mib2
mil,FBgn0267366,mil
mip40,FBgn0034430,mip40
mkg-p,FBgn0035889,mkg-p
mr,FBgn0002791,mr
mrj,FBgn0034091,mrj
ms(2)34Fe,FBgn0261529,ms(2)34Fe
ms(2)35Ci,FBgn0011239,ms(2)35Ci
ms(3)76Ba,FBgn0036868,ms(3)76Ba
ms(3)76Cc,FBgn0036895,ms(3)76Cc
ms(3)K81,FBgn0002838,ms(3)K81
msb1l,FBgn0027949,msb1l
mtsh,FBgn0262598,mtsh
mud,FBgn0002873,mud
mus304,FBgn0002901,mus304
nSMase,FBgn0035421,nSMase
nbs,FBgn0261530,nbs
neb,FBgn0004374,neb
nesd,FBgn0032848,nesd
nht,FBgn0041103,nht
nmdyn-D7,FBgn0028997,nmdyn-D7
nonA-l,FBgn0015520,nonA-l
nsr,FBgn0034740,nsr
ntc,FBgn0035461,ntc
nudC,FBgn0021768,nudC
nxf4,FBgn0051501,nxf4
ocn,FBgn0041102,ocn
ohgt,FBgn0037780,ohgt
orb,FBgn0004882,orb
orb2,FBgn0264307,orb2
ord,FBgn0003009,ord
p-cup,FBgn0030840,p-cup
papi,FBgn0031401,papi
park,FBgn0041100,park
phtf,FBgn0028579,phtf
pim,FBgn0003087,pim
poly,FBgn0086371,Elp6
polyph,FBgn0033572,polyph
pont,FBgn0040078,pont
ppk10,FBgn0065110,ppk10
ppk6,FBgn0034489,ppk6
prage,FBgn0283741,prage
prominin-like,FBgn0026189,promL
psidin,FBgn0243511,psidin
pygo,FBgn0043900,pygo
qjt,FBgn0036730,qjt
qua,FBgn0003187,qua
r-cup,FBgn0031142,r-cup
rempA,FBgn0260933,rempA
rept,FBgn0040075,rept
rha,FBgn0027376,rha
rho-6,FBgn0032415,rho-6
rho-7,FBgn0033672,rho-7
rib,FBgn0003254,rib
rin,FBgn0015778,rin
rnh1,FBgn0023171,rnh1
robl22E,FBgn0028570,robl22E
robl37BC,FBgn0028569,robl37BC
robl62A,FBgn0028567,robl62A
rux,FBgn0003302,rux
sa,FBgn0002842,sa
salr,FBgn0000287,salr
salto,FBgn0061197,salto
saturn,FBgn0052141,saturn
schuy,FBgn0036925,schuy
scpr-A,FBgn0037889,scpr-A
scpr-B,FBgn0037888,scpr-B
scpr-C,FBgn0037879,scpr-C
sha,FBgn0003382,sha
shps,FBgn0286199,shps
sina,FBgn0003410,sina
sinah,FBgn0259794,sinah
sip1,FBgn0024191,sip1
sip2,FBgn0031878,sip2
sip3,FBgn0039875,sip3
sle,FBgn0037810,sle
slim,FBgn0261477,slim
slmb,FBgn0283468,slmb
sm,FBgn0003435,sm
snky,FBgn0086916,snky
sno,FBgn0265630,sno
sofe,FBgn0030242,sofe
soti,FBgn0038225,soti
sowi,FBgn0037460,sowi
spag,FBgn0015544,spag
spag4,FBgn0032368,spag4
spir,FBgn0003475,spir
spn-F,FBgn0086362,spn-F
squ,FBgn0267347,squ
ssh,FBgn0029157,ssh
ssp3,FBgn0032723,ssp3
ssp5,FBgn0037985,ssp5
ste24a,FBgn0034176,ste24a
ste24b,FBgn0034175,ste24b
ste24c,FBgn0050462,ste24c
stil,FBgn0003527,stil
stwl,FBgn0003459,stwl
sub,FBgn0003545,sub
sunn,FBgn0052088,sunn
sunz,FBgn0037462,sunz
sut3,FBgn0028561,sut3
sut4,FBgn0028560,sut4
swaPsi,FBgn0016974,swaΨ
t-cup,FBgn0051858,t-cup
tHMG1,FBgn0038978,tHMG1
tHMG2,FBgn0038979,tHMG2
tant,FBgn0028980,tant
tbrd-1,FBgn0039124,tbrd-1
tbrd-2,FBgn0034423,tbrd-2
tbrd-3,FBgn0050417,tbrd-3
tea,FBgn0285892,tea
tilB,FBgn0014395,tilB
tio,FBgn0028979,tio
toc,FBgn0015600,toc
tomb,FBgn0031715,tomb
tomboy20,FBgn0037828,tomboy20
tomboy40,FBgn0033074,tomboy40
topi,FBgn0037751,topi
tplus3a,FBgn0051702,tplus3a
tplus3b,FBgn0051703,tplus3b
tra2,FBgn0003742,tra2
trem,FBgn0038767,trem
ttm2,FBgn0035124,ttm2
ttm3,FBgn0032971,ttm3
tut,FBgn0052364,tut
twe,FBgn0002673,twe
twin,FBgn0011725,twin
unc,FBgn0003950,unc
und,FBgn0283478,und
upd1,FBgn0004956,upd1
vih,FBgn0264848,vih
vis,FBgn0033748,vis
vlc,FBgn0259978,vlc
vrs,FBgn0286507,vrs
w-cup,FBgn0032269,w-cup
wa-cup,FBgn0037502,wa-cup
wac,FBgn0035120,wac
wash,FBgn0033692,wash
wfs1,FBgn0039003,wfs1
whip,FBgn0250827,whip
yellow-k,FBgn0036504,yellow-k
yip3,FBgn0040063,yip3
ymp,FBgn0261287,ymp
yuri,FBgn0045842,yuri
